"","TVType","ProgramType","Month","DayPart","SpotName","Oldest","Old","Base","RR","CPM","comp"
"323","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",218,423,525628,0.0000871559633027523,17.7026146788991,0.00041474198482577
"324","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",205,364,449352,0.0000439024390243902,18.8252195121951,0.000456212501557799
"325","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",209,395,489631,0.0000717703349282297,18.4649282296651,0.000426852057978355
"326","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",248,436,480211,0.0000685483870967742,15.5611693548387,0.000516439648404555
"327","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",231,394,456032,0.0000562770562770563,16.7063636363636,0.000506543400463125
"328","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",183,364,460652,0.000087431693989071,21.0883606557377,0.000397263009820863
"329","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",231,389,475121,0.0000432900432900433,16.7063636363636,0.00048619193847462
"330","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",224,398,483011,0.000129464285714286,17.2284375,0.000463757554175785
"331","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",239,474,567763,0.000104602510460251,16.1471548117155,0.000420950290878412
"332","DN","Crime Drama","March, 2017","Day","HEAR A BTR DAY 120",225,431,517091,0.0000755555555555556,17.1518666666667,0.000435126505779447
"333","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",173,382,441529,0.000069364161849711,22.3073410404624,0.000391820242837956
"334","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",221,410,498954,0.0000407239819004525,17.4623076923077,0.00044292660245233
"335","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",224,382,461625,0.0000848214285714286,17.2284375,0.000485242350392635
"336","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",187,353,423701,0.0000802139037433155,20.6372727272727,0.0004413489701464
"337","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",225,400,475481,0.0000888888888888889,17.1518666666667,0.000473205028171473
"338","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",184,394,488970,0.000130434782608696,20.97375,0.000376301204572878
"339","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",215,388,462262,0.0000465116279069767,17.9496279069767,0.000465104204974668
"340","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",207,431,517937,0.0000917874396135266,18.6433333333333,0.000399662507216129
"341","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",259,450,529511,0.0000617760617760618,14.9002702702703,0.000489130537420375
"342","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",224,470,554169,0.0000535714285714286,17.2284375,0.000404208824383897
"343","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",218,411,481143,0.0000688073394495413,17.7026146788991,0.000453087751458506
"344","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",185,335,383509,0.0000918918918918919,20.8603783783784,0.000482387636274507
"345","DN","Crime Drama","April, 2017","Day","HEAR A BTR DAY 120",208,404,455513,0.000100961538461538,18.5537019230769,0.000456628021593237
"346","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",216,457,546486,0.000037037037037037,17.8665277777778,0.000395252577376182
"347","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",211,403,486586,0.000033175355450237,18.2899052132701,0.000433633520076615
"348","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",234,480,554908,0.0000341880341880342,16.4921794871795,0.000421691523639955
"349","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",195,404,502403,0.0000666666666666667,19.7906153846154,0.000388134624992287
"350","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",161,395,478113,0.000062111801242236,23.97,0.000336740477669505
"351","DN","Crime Drama","May, 2017","Day","HEAR A BTR DAY 120",189,423,511642,0.0000793650793650794,20.4188888888889,0.000369398915648051
"354","CBL","News","January, 2017","Day","HEAR A BTR DAY 120",435,684,920757,0.0000988505747126437,17.9545402298851,0.000472437353177874
"355","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",371,586,745790,0.0000673854447439353,23.7761725067385,0.000497459070247657
"356","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",366,570,702849,0.00010655737704918,24.1009836065574,0.000520737740254308
"357","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",321,530,678493,0.0000965732087227414,25.7621495327103,0.000473107312824156
"358","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",401,643,807103,0.0000648379052369077,20.6225685785536,0.000496838693450526
"359","CBL","News","January, 2017","Day","HEAR A BTR DAY 120",478,757,969190,0.000115062761506276,15.3782426778243,0.000493195348693239
"361","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",479,718,983157,0.000167014613778706,20.3336325678497,0.000487206010840588
"362","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",520,738,1019410,0.000144230769230769,18.7304038461538,0.000510098978821083
"363","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",555,806,1054218,0.0000864864864864865,17.5492072072072,0.000526456577292363
"364","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",562,863,1104164,0.0000622775800711744,17.3306227758007,0.000508982361315891
"365","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",410,683,895404,0.000117073170731707,21.5145365853659,0.000457893866902538
"366","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",387,638,790295,0.0000723514211886305,22.7931782945736,0.000489690558588881
"367","CBL","News","February, 2017","Day","HEAR A BTR DAY 120",365,554,718226,0.0000794520547945205,24.1670136986301,0.000508196584362025
"368","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",442,710,877562,0.0000429864253393665,19.9569230769231,0.000503668116896584
"369","CBL","News","March, 2017","Day","HEAR A BTR DAY 120",547,916,1166553,0.0000511882998171846,16.1260694698355,0.000468902827389754
"370","CBL","News","April, 2017","Day","HEAR A BTR DAY 120",419,616,785002,0.0000763723150357995,18.6401551312649,0.000533756601894008
