Source,TVType,ProgramType,SpotCost,Month,Program,DayPart,SpotName,Length,Calls,Leads,Oldest,Old,Base
GRIT,DN,Military,1194.505,"February, 2017",A MAN CALLED GANNON,2,HEAR A BTR DAY 120,120,10,10,71,213,251929
GRIT,DN,Military,1102.62,"August, 2017",A MAN CALLED GANNON,7,HABD REV 120 TEST,120,13,7,87,173,
ESCP,DN,Movie,321.5975,"July, 2017",A STRANGE AFFAIR,2,HEAR A BETTER DAY 60,60,0,0,28,80,102389
COZ,DN,Crime Drama,689.1375,"April, 2017",ADAM-12,2,HEAR A BTR DAY 120,120,0,0,27,50,55337
COZ,DN,Crime Drama,367.54,"July, 2017",ADAM-12,2,HEAR A BETTER DAY 60,60,0,0,44,66,80135
COZ,DN,Crime Drama,367.54,"July, 2017",ADAM-12,2,HEAR A BETTER DAY 60,60,0,0,49,77,88312
COZ,DN,Crime Drama,367.54,"July, 2017",ADAM-12,2,HEAR A BETTER DAY 60,60,0,0,39,60,73200
COZ,DN,Crime Drama,367.54,"July, 2017",ADAM-12,2,HEAR A BETTER DAY 60,60,3,2,43,70,77438
COZ,DN,Crime Drama,367.54,"July, 2017",ADAM-12,2,HABD 60 TEST,60,2,1,27,57,67829
GRIT,DN,Western,1194.505,"January, 2017",ADIOS AMIGO,2,HEAR A BTR DAY 120,120,13,9,36,104,125440
GRIT,DN,Western,1378.275,"March, 2017",ADIOS AMIGO,2,HEAR A BTR DAY 120,120,6,6,47,112,143924
GRIT,DN,Western,1194.505,"April, 2017",ADIOS AMIGO,7,HEAR A BTR DAY 120,120,7,4,59,103,130577
GRIT,DN,Western,551.31,"July, 2017",ADIOS AMIGO,2,HEAR A BETTER DAY 60,60,1,0,46,75,93498
COZ,DN,Crime Drama,689.1375,"May, 2017",ALIAS SMITH AND JONE,7,HEAR A BTR DAY 120,120,5,3,59,116,125790
COZ,DN,Crime Drama,689.1375,"June, 2017",ALIAS SMITH AND JONE,7,HEAR A BTR DAY 120,120,3,3,34,70,82760
COZ,DN,Crime Drama,643.195,"July, 2017",ALIAS SMITH AND JONE,7,HABD REV 120 TEST,120,3,1,42,92,98218
VEL,CBL,Lifestyle,689.1375,"March, 2017",ALL GIRLS GARAGE,2,HEAR A BTR DAY 120,120,3,2,13,27,34767
VEL,CBL,Lifestyle,689.1375,"June, 2017",ALL GIRLS GARAGE,2,HEAR A BTR DAY 120,120,7,4,9,31,57848
VEL,CBL,Lifestyle,689.1375,"June, 2017",ALL GIRLS GARAGE,2,HEAR A BTR DAY 120,120,1,1,15,48,64867
SUND,CBL,Comedy,551.31,"April, 2017",ALL IN THE FAMILY,2,HEAR A BTR DAY 120,120,5,3,48,82,96397
GRIT,DN,Western,1194.505,"February, 2017",ALVAREZ KELLY,2,HEAR A BTR DAY 120,120,12,8,115,192,219767
ESCP,DN,Crime Drama,643.195,"March, 2017",AMERICAN GREED,2,HEAR A BTR DAY 120,120,1,1,35,112,143936
ESCP,DN,Crime Drama,643.195,"March, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,6,5,39,83,117032
ESCP,DN,Crime Drama,643.195,"March, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,3,3,24,49,62102
ESCP,DN,Crime Drama,643.195,"March, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,2,2,43,90,114064
ESCP,DN,Crime Drama,643.195,"March, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,3,2,30,79,118717
ESCP,DN,Crime Drama,643.195,"April, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,5,4,19,56,66825
ESCP,DN,Crime Drama,643.195,"April, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,2,2,18,46,84002
ESCP,DN,Crime Drama,643.195,"April, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,7,3,16,44,74382
ESCP,DN,Crime Drama,643.195,"April, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,2,2,8,48,61872
ESCP,DN,Crime Drama,643.195,"May, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,7,5,19,57,66446
ESCP,DN,Crime Drama,643.195,"May, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,1,1,23,82,126952
ESCP,DN,Crime Drama,643.195,"May, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,3,1,20,45,63244
ESCP,DN,Crime Drama,643.195,"May, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,5,3,28,64,89563
ESCP,DN,Crime Drama,643.195,"May, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,3,2,13,55,79348
ESCP,DN,Crime Drama,643.195,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,0,0,20,58,87955
ESCP,DN,Crime Drama,643.195,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,1,0,15,54,90935
ESCP,DN,Crime Drama,643.195,"June, 2017",AMERICAN GREED,3,HABD REV 120 TEST,120,5,5,33,78,109582
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,8,3,19,58,96887
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,0,0,13,47,71229
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,1,1,19,41,58094
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,7,6,12,34,54643
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,1,1,34,78,107460
ESCP,DN,Crime Drama,551.31,"June, 2017",AMERICAN GREED,3,HEAR A BTR DAY 120,120,2,1,17,67,80087
ESCP,DN,Crime Drama,551.31,"July, 2017",AMERICAN GREED,3,HABD REV 120 TEST,120,5,3,21,65,94571
ESCP,DN,Crime Drama,551.31,"July, 2017",AMERICAN GREED,3,HABD REV 120 TEST,120,2,1,25,61,100391
ESCP,DN,Crime Drama,551.31,"July, 2017",AMERICAN GREED,3,HABD REV 120 TEST,120,22,11,30,102,136547
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HABD 60 TEST,60,4,2,33,73,103924
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HABD 60 TEST,60,4,3,9,57,112601
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,2,HEAR A BETTER DAY 60,60,0,0,15,59,85111
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HABD 60 TEST,60,0,0,17,66,100650
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HABD 60 TEST,60,1,0,22,76,111396
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HEAR A BETTER DAY 60,60,2,2,14,71,100532
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HEAR A BETTER DAY 60,60,0,0,11,40,57488
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,2,HABD 60 TEST,60,0,0,8,54,91177
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,2,HABD 60 TEST,60,0,0,13,62,88708
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HEAR A BETTER DAY 60,60,0,0,24,61,101576
ESCP,DN,Crime Drama,321.5975,"July, 2017",AMERICAN GREED,3,HEAR A BETTER DAY 60,60,5,4,24,61,101576
ESCP,DN,Crime Drama,643.195,"March, 2017","AMERICAN GREED: THE ",3,HEAR A BTR DAY 120,120,9,6,17,53,89690
ESCP,DN,Crime Drama,643.195,"June, 2017","AMERICAN GREED: THE ",2,HABD REV 120 TEST,120,3,3,21,59,80029
ESCP,DN,Crime Drama,643.195,"June, 2017","AMERICAN GREED: THE ",2,HABD REV 120 TEST,120,5,4,17,58,77980
ESCP,DN,Crime Drama,643.195,"June, 2017","AMERICAN GREED: THE ",3,HEAR A BTR DAY 120,120,1,1,10,66,99306
ESCP,DN,Crime Drama,643.195,"June, 2017","AMERICAN GREED: THE ",3,HABD REV 120 TEST,120,1,1,22,75,114831
ESCP,DN,Crime Drama,0,"July, 2017","AMERICAN GREED: THE ",3,HABD 60 TEST,60,2,1,27,78,101312
ESCP,DN,Crime Drama,0,"July, 2017","AMERICAN GREED: THE ",3,HABD 60 TEST,60,0,0,32,71,93699
ESCP,DN,Crime Drama,321.5975,"July, 2017","AMERICAN GREED: THE ",2,HABD 60 TEST,60,0,0,11,46,67606
ESCP,DN,Lifestyle,643.195,"April, 2017",AMERICAN HOT ROD,2,HEAR A BTR DAY 120,120,0,0,28,56,95825
VEL,CBL,Lifestyle,689.1375,"April, 2017",AMERICAN HOT ROD,2,HEAR A BTR DAY 120,120,2,2,26,65,84257
VEL,CBL,Lifestyle,689.1375,"July, 2017",AMERICAN HOT ROD,2,HABD REV 120 TEST,120,12,7,28,70,115544
ESCP,DN,Court,551.31,"December, 2016",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,4,4,41,90,138867
ESCP,DN,Court,551.31,"December, 2016",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,4,3,32,58,91121
ESCP,DN,Court,643.195,"January, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,3,1,42,86,106123
ESCP,DN,Court,643.195,"January, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,2,47,94,126550
ESCP,DN,Court,643.195,"March, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,8,6,39,72,119255
ESCP,DN,Court,643.195,"March, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,3,1,30,60,87318
ESCP,DN,Court,643.195,"March, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,4,2,14,41,71379
ESCP,DN,Court,643.195,"March, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,4,4,19,46,64214
ESCP,DN,Court,643.195,"March, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,2,18,53,95508
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,3,3,51,105,132944
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,0,24,55,75542
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,7,6,12,60,85675
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,3,2,11,48,71348
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,5,3,37,69,94594
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,5,5,44,84,128456
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,3,HEAR A BTR DAY 120,120,6,6,36,74,101467
ESCP,DN,Court,643.195,"April, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,2,13,53,85785
ESCP,DN,Court,643.195,"May, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,2,19,61,89905
ESCP,DN,Court,643.195,"May, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,1,23,81,131440
ESCP,DN,Court,643.195,"May, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,2,2,30,69,100826
ESCP,DN,Court,643.195,"May, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,0,0,25,54,71663
ESCP,DN,Court,643.195,"May, 2017",AMERICAN JUSTICE,2,HEAR A BTR DAY 120,120,8,4,36,87,146619
GRIT,DN,Movie,1102.62,"July, 2017",AMERICAN NINJA,7,HABD REV 120 TEST,120,14,12,80,175,196032
GRIT,DN,Movie,1102.62,"July, 2017",AMERICAN NINJA 2: TH,7,HABD REV 120 TEST,120,2,1,67,153,181714
GRIT,DN,Movie,1102.62,"July, 2017",AMERICAN NINJA 2: TH,7,HABD REV 120 TEST,120,12,7,61,141,170379
GRIT,DN,Movie,1102.62,"July, 2017",AMERICAN NINJA 3: BL,7,HABD REV 120 TEST,120,10,6,65,155,184866
VEL,CBL,Lifestyle,643.195,"February, 2017",AMERICARNA,2,HEAR A BTR DAY 120,120,5,4,31,62,74829
VEL,CBL,Lifestyle,689.1375,"March, 2017",AMERICARNA,2,HEAR A BTR DAY 120,120,1,1,7,26,49998
FNEW,CBL,News,10842.43,"March, 2017",AMERICAS NEWS HQ,7,HEAR A BTR DAY 120,120,32,23,590,832,934923
FNEW,CBL,News,10842.43,"March, 2017",AMERICAS NEWS HQ,7,HEAR A BTR DAY 120,120,13,12,529,820,944508
FNEW,CBL,News,10842.43,"March, 2017",AMERICAS NEWS HQ,7,HEAR A BTR DAY 120,120,25,18,512,788,884680
FNEW,CBL,News,10842.43,"March, 2017",AMERICAS NEWS HQ,7,HEAR A BTR DAY 120,120,23,17,540,899,1050265
FNEW,CBL,News,10842.43,"March, 2017",AMERICAS NEWS HQ,7,HEAR A BTR DAY 120,120,28,22,429,601,714906
FNEW,CBL,News,7810.225,"July, 2017",AMERICAS NEWS HQ,7,HABD REV 120 TEST,120,25,17,535,767,880879
FNEW,CBL,News,13782.75,"March, 2017",AMERICAS NEWSROOM,2,HEAR A BTR DAY 120,120,122,94,899,1320,1548241
FNEW,CBL,News,13782.75,"April, 2017",AMERICAS NEWSROOM,2,HEAR A BTR DAY 120,120,74,38,988,1572,1843105
GRIT,DN,Movie,1102.62,"August, 2017",AN EYE FOR AN EYE,7,HABD REV 120 TEST,120,9,5,74,201,224921
GRIT,DN,Movie,1102.62,"August, 2017",AN EYE FOR AN EYE,7,HABD REV 120 TEST,120,10,8,85,227,262938
TVL,CBL,Comedy,3675.4,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,7,6,398,672,721918
TVL,CBL,Comedy,3675.4,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,5,2,223,513,573248
TVL,CBL,Comedy,3675.4,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,29,24,262,610,708195
TVL,CBL,Comedy,3675.4,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,13,10,274,602,721153
TVL,CBL,Comedy,3675.4,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,24,20,253,494,590611
TVL,CBL,Comedy,3491.63,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,16,12,393,650,712341
TVL,CBL,Comedy,3491.63,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,33,26,375,638,731429
TVL,CBL,Comedy,3491.63,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,43,36,297,613,720520
TVL,CBL,Comedy,3491.63,"January, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,21,15,237,477,533048
TVL,CBL,Comedy,3491.63,"February, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,27,19,301,566,611230
TVL,CBL,Comedy,0,"February, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,34,26,223,554,641784
TVL,CBL,Comedy,3491.63,"March, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,13,11,200,382,436897
TVL,CBL,Comedy,3491.63,"March, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,18,15,209,398,466607
TVL,CBL,Comedy,3491.63,"March, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,26,21,222,462,569155
TVL,CBL,Comedy,3491.63,"March, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,16,13,142,417,475408
TVL,CBL,Comedy,3675.4,"May, 2017",ANDY GRIFFITH,3,HEAR A BTR DAY 120,120,9,8,197,339,383280
SUND,CBL,Comedy,551.31,"January, 2017","ANDY GRIFFITH SHOW, ",2,HEAR A BTR DAY 120,120,12,3,44,88,97577
GRIT,DN,Western,1378.275,"March, 2017",APACHE DRUMS,2,HEAR A BTR DAY 120,120,4,4,79,147,162166
GRIT,DN,Western,1378.275,"March, 2017",APACHE DRUMS,2,HEAR A BTR DAY 120,120,14,8,134,231,257281
GRIT,DN,Western,1194.505,"February, 2017",ARIZONA,2,HEAR A BTR DAY 120,120,4,3,83,226,250924
GRIT,DN,Western,1194.505,"February, 2017",ARIZONA RAIDERS,2,HEAR A BTR DAY 120,120,9,6,99,193,226567
GRIT,DN,Western,1194.505,"April, 2017",ARROWHEAD,2,HEAR A BTR DAY 120,120,12,10,84,186,194952
CNN,CBL,News,7350.8,"February, 2017",AT THIS HOUR WITH BE,2,HEAR A BTR DAY 120,120,72,53,417,598,776668
CNN,CBL,News,9739.81,"February, 2017",AT THIS HOUR WITH KA,2,HEAR A BTR DAY 120,120,72,52,476,732,930432
CNN,CBL,News,8269.65,"March, 2017",AT THIS HOUR WITH KA,2,HEAR A BTR DAY 120,120,38,33,389,588,718095
CNN,CBL,News,7810.225,"April, 2017",AT THIS HOUR WITH KA,2,HEAR A BTR DAY 120,120,76,53,459,822,1096872
CNN,CBL,News,7810.225,"July, 2017",AT THIS HOUR WITH KA,2,HABD REV 120 TEST,120,61,36,320,506,634119
GRIT,DN,Western,1194.505,"January, 2017",BAD COMPANY,2,HEAR A BTR DAY 120,120,3,3,97,205,239539
GRIT,DN,Western,551.31,"July, 2017",BAD COMPANY,2,HEAR A BETTER DAY 60,60,4,3,81,134,149922
GRIT,DN,Western,1194.505,"January, 2017",BAD JIM,2,HEAR A BTR DAY 120,120,17,11,88,198,230856
GRIT,DN,Western,551.31,"July, 2017",BAD JIM,2,HABD 60 TEST,60,6,5,59,112,141623
VEL,CBL,Lifestyle,826.965,"January, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,4,3,46,79,128631
VEL,CBL,Lifestyle,826.965,"January, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,3,3,16,36,66722
VEL,CBL,Lifestyle,643.195,"January, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,5,4,24,69,94472
VEL,CBL,Lifestyle,643.195,"February, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,2,2,50,100,125816
VEL,CBL,Lifestyle,643.195,"February, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,5,4,85,162,202771
VEL,CBL,Lifestyle,643.195,"February, 2017",BARRETT JACKSON,2,HEAR A BTR DAY 120,120,1,1,15,53,68795
VEL,CBL,Lifestyle,689.1375,"June, 2017",BARRETT JACKSON,3,HEAR A BTR DAY 120,120,9,7,57,152,217651
ESCP,DN,Movie,643.195,"April, 2017",BENEATH,2,HEAR A BTR DAY 120,120,1,1,8,73,90511
GRIT,DN,Movie,551.31,"July, 2017",BEST OF THE BEST 2,2,HABD 60 TEST,60,6,3,49,117,142035
INSP,CBL,Western,1378.275,"December, 2016","BIG VALLEY, THE",1,HEAR A BTR DAY 120,120,16,12,114,252,287248
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,4,2,117,191,210992
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,18,18,146,250,268942
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,10,6,127,211,236155
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,6,4,123,245,287292
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,4,4,130,214,247781
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,18,15,134,232,269663
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,8,7,101,158,188315
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,8,6,163,256,273516
INSP,CBL,Western,1562.045,"January, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,6,6,108,200,212395
INSP,CBL,Western,1562.045,"February, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,13,12,90,190,211881
INSP,CBL,Western,1562.045,"February, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,13,10,107,216,258711
INSP,CBL,Western,1562.045,"February, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,10,7,110,207,227860
INSP,CBL,Western,1562.045,"February, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,4,4,168,283,309939
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,8,8,90,174,194252
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,15,11,109,178,227309
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,8,6,135,199,241020
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,11,9,139,246,288229
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,4,3,109,178,195803
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,9,7,104,173,199453
INSP,CBL,Western,1883.6425,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,22,19,155,294,327859
INSP,CBL,Western,1883.6425,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,11,9,103,218,226748
INSP,CBL,Western,1883.6425,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,16,15,142,227,270900
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,7,7,142,219,254911
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,3,2,95,194,238502
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,6,6,122,232,281774
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,2,1,109,170,201135
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,16,10,145,226,269974
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,0,0,95,202,219130
INSP,CBL,Western,1562.045,"March, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,11,9,104,221,261053
INSP,CBL,Western,1562.045,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,17,14,96,181,205242
INSP,CBL,Western,1562.045,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,7,7,106,183,197202
INSP,CBL,Western,1562.045,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,12,10,103,272,290898
INSP,CBL,Western,2021.47,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,7,7,119,237,279277
INSP,CBL,Western,2021.47,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,10,10,123,197,219903
INSP,CBL,Western,2021.47,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,9,7,117,192,208249
INSP,CBL,Western,2021.47,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,4,4,125,268,294564
INSP,CBL,Western,2021.47,"April, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,7,6,157,269,302465
INSP,CBL,Western,1837.7,"May, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,3,2,129,219,233708
INSP,CBL,Western,1837.7,"May, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,14,13,122,255,272250
INSP,CBL,Western,1837.7,"May, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,11,7,128,284,308557
INSP,CBL,Western,2205.24,"June, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,6,6,81,165,198057
INSP,CBL,Western,2205.24,"June, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,2,2,88,182,223515
INSP,CBL,Western,1653.93,"June, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,10,7,120,222,241516
INSP,CBL,Western,1653.93,"June, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,14,13,159,257,283869
INSP,CBL,Western,1653.93,"June, 2017","BIG VALLEY, THE",2,HEAR A BTR DAY 120,120,9,7,106,186,212431
INSP,CBL,Western,1653.93,"July, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,9,8,93,182,206033
INSP,CBL,Western,1653.93,"July, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,12,10,126,259,297599
INSP,CBL,Western,918.85,"July, 2017","BIG VALLEY, THE",2,HEAR A BETTER DAY 60,60,5,4,120,182,215775
INSP,CBL,Western,918.85,"July, 2017","BIG VALLEY, THE",2,HABD 60 TEST,60,2,2,119,200,220478
INSP,CBL,Western,918.85,"July, 2017","BIG VALLEY, THE",2,HABD 60 TEST,60,8,6,149,274,295755
INSP,CBL,Western,918.85,"July, 2017","BIG VALLEY, THE",2,HABD 60 TEST,60,5,4,133,234,250475
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,11,7,124,184,216873
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,17,15,132,221,236269
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,11,10,125,216,258333
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,13,10,114,229,
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,9,7,114,229,
INSP,CBL,Western,1653.93,"August, 2017","BIG VALLEY, THE",2,HABD REV 120 TEST,120,16,14,114,229,
VEL,CBL,Lifestyle,643.195,"February, 2017",BITCHIN RIDES,2,HEAR A BTR DAY 120,120,3,3,13,50,63384
VEL,CBL,Lifestyle,689.1375,"June, 2017",BITCHIN RIDES,2,HEAR A BTR DAY 120,120,4,3,20,46,72759
VEL,CBL,Lifestyle,689.1375,"August, 2017",BITCHIN RIDES,3,HABD REV 120 TEST,120,15,10,41,83,
WGNA,CBL,Crime Drama,2940.32,"December, 2016",BLUE BLOODS,2,HEAR A BTR DAY 120,120,8,6,127,224,273078
WGNA,CBL,Crime Drama,2940.32,"December, 2016",BLUE BLOODS,2,HEAR A BTR DAY 120,120,24,23,170,287,326733
WGNA,CBL,Crime Drama,3491.63,"January, 2017",BLUE BLOODS,2,HEAR A BTR DAY 120,120,13,9,192,322,364793
INSP,CBL,Western,1562.045,"January, 2017",BONANZA,2,HEAR A BTR DAY 120,120,9,9,89,180,205227
INSP,CBL,Western,1562.045,"January, 2017",BONANZA,2,HEAR A BTR DAY 120,120,6,6,99,208,244432
INSP,CBL,Western,1745.815,"February, 2017",BONANZA,4,HEAR A BTR DAY 120,120,12,10,246,437,510841
INSP,CBL,Western,1562.045,"March, 2017",BONANZA,2,HEAR A BTR DAY 120,120,7,7,107,181,187997
INSP,CBL,Western,1562.045,"March, 2017",BONANZA,2,HEAR A BTR DAY 120,120,8,6,144,248,272328
INSP,CBL,Western,1745.815,"April, 2017",BONANZA,4,HEAR A BTR DAY 120,120,11,8,227,379,443981
